GeneName	Geneid	type
SAPCD2	ENSG00000186193	gene
RP11-229P13.23	ENSG00000231864	gene
UAP1L1	ENSG00000197355	gene
AL807752.1	ENSG00000268996	gene
MAN1B1	ENSG00000177239	gene
SNORD62	ENSG00000199411	gene
DPP7	ENSG00000176978	gene
snoU13	ENSG00000238824	gene
GRIN1	ENSG00000176884	gene
LRRC26	ENSG00000184709	gene
RP11-350O14.18	ENSG00000261793	gene
MIR3621	ENSG00000263697	gene
TMEM210	ENSG00000185863	gene
ANAPC2	ENSG00000176248	gene
SSNA1	ENSG00000176101	gene
TPRN	ENSG00000176058	gene
TMEM203	ENSG00000187713	gene
NDOR1	ENSG00000188566	gene
RNF208	ENSG00000212864	gene
C9orf169	ENSG00000197191	gene
RNF224	ENSG00000233198	gene
SLC34A3	ENSG00000198569	gene
TUBB4B	ENSG00000188229	gene
FAM166A	ENSG00000188163	gene
C9orf173	ENSG00000197768	gene
COBRA1	ENSG00000188986	gene
TOR4A	ENSG00000198113	gene
RP13-122B23.8	ENSG00000260996	gene
NRARP	ENSG00000198435	gene
EXD3	ENSG00000187609	gene
snoU13	ENSG00000238994	gene
NOXA1	ENSG00000188747	gene
ENTPD8	ENSG00000188833	gene
NELF	ENSG00000165802	gene
PNPLA7	ENSG00000130653	gene
AL365502.1	ENSG00000263933	gene
MRPL41	ENSG00000182154	gene
WDR85	ENSG00000148399	gene
ZMYND19	ENSG00000165724	gene
ARRDC1	ENSG00000197070	gene
C9orf37	ENSG00000203993	gene
EHMT1	ENSG00000181090	gene
SETP5	ENSG00000233998	gene
RP11-188C12.2	ENSG00000255585	gene
MIR602	ENSG00000207693	gene
RP11-188C12.3	ENSG00000203987	gene
CACNA1B	ENSG00000148408	gene
RP11-424E7.3	ENSG00000229926	gene
TUBBP5	ENSG00000159247	gene
RP11-885N19.6	ENSG00000237419	gene
FAM157B	ENSG00000233013	gene
RP11-885N19.5	ENSG00000235331	gene
U6	ENSG00000223256	gene
RP11-598F7.1	ENSG00000249054	gene
AC215219.1	ENSG00000238823	gene
ABC7-42389800N19.1	ENSG00000226210	gene
DDX11L8	ENSG00000256263	gene
AC026369.1	ENSG00000268640	gene
FAM138D	ENSG00000206114	gene
IQSEC3	ENSG00000120645	gene
RP11-598F7.3	ENSG00000256948	gene
RP11-598F7.4	ENSG00000249695	gene
RP11-598F7.5	ENSG00000256694	gene
RP11-598F7.6	ENSG00000256540	gene
SLC6A12	ENSG00000111181	gene
RP11-283I3.1	ENSG00000255671	gene
RP11-283I3.2	ENSG00000256577	gene
SLC6A13	ENSG00000010379	gene
RP11-283I3.4	ENSG00000255746	gene
RP11-283I3.6	ENSG00000261799	gene
KDM5A	ENSG00000073614	gene
CCDC77	ENSG00000120647	gene
B4GALNT3	ENSG00000139044	gene
NINJ2	ENSG00000171840	gene
RP5-1154L15.2	ENSG00000256020	gene
U7	ENSG00000238370	gene
RP5-1154L15.1	ENSG00000255825	gene
RP11-218M22.1	ENSG00000177406	gene
RP11-218M22.2	ENSG00000256672	gene
WNK1	ENSG00000060237	gene
U4atac	ENSG00000221439	gene
RAD52	ENSG00000002016	gene
RP11-359B12.1	ENSG00000250132	gene
ERC1	ENSG00000082805	gene
Metazoa_SRP	ENSG00000265997	gene
RP5-951N9.1	ENSG00000249028	gene
RP5-951N9.2	ENSG00000267285	gene
RP3-340I3.1	ENSG00000249628	gene
WNT5B	ENSG00000111186	gene
FBXL14	ENSG00000171823	gene
MIR3649	ENSG00000266043	gene
ADIPOR2	ENSG00000006831	gene
RP11-21K20.1	ENSG00000243663	gene
CACNA2D4	ENSG00000151062	gene
LRTM2	ENSG00000166159	gene
RP5-1096D14.3	ENSG00000256706	gene
RP5-1096D14.2	ENSG00000235049	gene
DCP1B	ENSG00000151065	gene
CACNA1C	ENSG00000151067	gene
RP5-1096D14.6	ENSG00000203593	gene
CACNA1C-IT1	ENSG00000256837	gene
CACNA1C-IT2	ENSG00000256257	gene
CACNA1C-AS4	ENSG00000256025	gene
CACNA1C-IT3	ENSG00000256721	gene
CACNA1C-AS3	ENSG00000256769	gene
AC007618.3	ENSG00000203648	gene
CACNA1C-AS2	ENSG00000256271	gene
CACNA1C-AS1	ENSG00000246627	gene
RP11-885B4.1	ENSG00000256150	gene
RP11-986G18.1	ENSG00000256902	gene
RP11-885B4.2	ENSG00000255669	gene
RP4-816N1.1	ENSG00000224438	gene
CBX3P4	ENSG00000256030	gene
FKBP4	ENSG00000004478	gene
RP4-816N1.6	ENSG00000258325	gene
RP4-816N1.7	ENSG00000258092	gene
ITFG2	ENSG00000111203	gene
NRIP2	ENSG00000053702	gene
AC005841.1	ENSG00000206044	gene
FOXM1	ENSG00000111206	gene
Y_RNA	ENSG00000222493	gene
RHNO1	ENSG00000171792	gene
TULP3	ENSG00000078246	gene
U7	ENSG00000238689	gene
U6	ENSG00000252996	gene
TEAD4	ENSG00000197905	gene
RP11-253E3.3	ENSG00000250899	gene
RP11-253E3.1	ENSG00000234589	gene
TSPAN9	ENSG00000011105	gene
TSPAN9-IT1	ENSG00000256197	gene
RP11-543P15.1	ENSG00000227081	gene
RP5-1063M23.1	ENSG00000250770	gene
RP5-1063M23.2	ENSG00000236908	gene
RP11-476M19.2	ENSG00000257048	gene
PRMT8	ENSG00000111218	gene
RP11-476M19.3	ENSG00000256691	gene
RP11-476M19.1	ENSG00000243507	gene
EFCAB4B	ENSG00000130038	gene
AC005831.1	ENSG00000196138	gene
U6	ENSG00000222338	gene
PARP11	ENSG00000111224	gene
HIN1L	ENSG00000118976	gene
RP11-664D1.1	ENSG00000256862	gene
RP11-320N7.2	ENSG00000256969	gene
RP11-320N7.3	ENSG00000256356	gene
RP11-320N7.1	ENSG00000242444	gene
RP11-264F23.3	ENSG00000256164	gene
RP11-264F23.4	ENSG00000255920	gene
CCND2	ENSG00000118971	gene
C12orf5	ENSG00000078237	gene
RP11-264F23.1	ENSG00000213970	gene
FGF23	ENSG00000118972	gene
FGF6	ENSG00000111241	gene
C12orf4	ENSG00000047621	gene
RAD51AP1	ENSG00000111247	gene
DYRK4	ENSG00000010219	gene
RP11-234B24.5	ENSG00000256748	gene
NDUFA9	ENSG00000139180	gene
AKAP3	ENSG00000111254	gene
RP11-500M8.6	ENSG00000256799	gene
RP11-500M8.4	ENSG00000256381	gene
RP11-234B24.6	ENSG00000255639	gene
RP11-234B24.2	ENSG00000255474	gene
GALNT8	ENSG00000130035	gene
RP11-234B24.4	ENSG00000256988	gene
KCNA6	ENSG00000151079	gene
RP3-377H17.2	ENSG00000255608	gene
KCNA1	ENSG00000111262	gene
RP11-429A20.3	ENSG00000256790	gene
RP11-429A20.4	ENSG00000256654	gene
RP11-429A20.2	ENSG00000255996	gene
KCNA5	ENSG00000130037	gene
RP11-319E16.1	ENSG00000256115	gene
RP11-1038A11.3	ENSG00000256417	gene
RP11-319E16.2	ENSG00000256146	gene
RP11-1038A11.2	ENSG00000256218	gene
RP11-1038A11.1	ENSG00000255983	gene
NTF3	ENSG00000185652	gene
ANO2	ENSG00000047617	gene
RP11-592H6.3	ENSG00000255973	gene
VWF	ENSG00000110799	gene
Metazoa_SRP	ENSG00000240533	gene
RP3-454B23.1	ENSG00000255775	gene
CD9	ENSG00000010278	gene
Y_RNA	ENSG00000202318	gene
RP1-96H9.5	ENSG00000256103	gene
PLEKHG6	ENSG00000008323	gene
TNFRSF1A	ENSG00000067182	gene
Metazoa_SRP	ENSG00000265388	gene
SCNN1A	ENSG00000111319	gene
LTBR	ENSG00000111321	gene
RP1-102E24.8	ENSG00000256433	gene
RP1-102E24.1	ENSG00000213942	gene
RP1-102E24.9	ENSG00000224906	gene
CD27-AS1	ENSG00000215039	gene
CD27	ENSG00000139193	gene
TAPBPL	ENSG00000139192	gene
VAMP1	ENSG00000139190	gene
RP1-102E24.6	ENSG00000256913	gene
MRPL51	ENSG00000111639	gene
NCAPD2	ENSG00000010292	gene
SCARNA10	ENSG00000239002	gene
SCARNA10	ENSG00000256329	gene
RP5-940J5.3	ENSG00000255966	gene
GAPDH	ENSG00000111640	gene
IFFO1	ENSG00000010295	gene
RP5-940J5.8	ENSG00000245667	gene
NOP2	ENSG00000111641	gene
CHD4	ENSG00000111642	gene
RP5-940J5.6	ENSG00000247853	gene
SCARNA11	ENSG00000251898	gene
LPAR5	ENSG00000184574	gene
ACRBP	ENSG00000111644	gene
ING4	ENSG00000111653	gene
RP4-761J14.8	ENSG00000219410	gene
ZNF384	ENSG00000126746	gene
PIANP	ENSG00000139200	gene
U6	ENSG00000252186	gene
COPS7A	ENSG00000111652	gene
MLF2	ENSG00000089693	gene
PTMS	ENSG00000159335	gene
LAG3	ENSG00000089692	gene
Metazoa_SRP	ENSG00000244532	gene
CD4	ENSG00000010610	gene
GPR162	ENSG00000250510	gene
U47924.11	ENSG00000256010	gene
LEPREL2	ENSG00000110811	gene
GNB3	ENSG00000111664	gene
U47924.25	ENSG00000237240	gene
CDCA3	ENSG00000111665	gene
USP5	ENSG00000111667	gene
TPI1	ENSG00000111669	gene
SPSB2	ENSG00000111671	gene
RPL13P5	ENSG00000240370	gene
LRRC23	ENSG00000010626	gene
DSTNP2	ENSG00000248593	gene
ENO2	ENSG00000111674	gene
ATN1	ENSG00000111676	gene
C12orf57	ENSG00000111678	gene
RNU7-1	ENSG00000238923	gene
PTPN6	ENSG00000111679	gene
U47924.27	ENSG00000257084	gene
MIR200C	ENSG00000207713	gene
MIR141	ENSG00000207708	gene
PHB2	ENSG00000215021	gene
SCARNA12	ENSG00000238795	gene
EMG1	ENSG00000126749	gene
U47924.19	ENSG00000255896	gene
LPCAT3	ENSG00000111684	gene
C1S	ENSG00000182326	gene
RP3-461F17.1	ENSG00000239701	gene
RP3-461F17.2	ENSG00000257078	gene
C1R	ENSG00000159403	gene
C1RL	ENSG00000139178	gene
C1RL-AS1	ENSG00000205885	gene
U6	ENSG00000200345	gene
RBP5	ENSG00000139194	gene
RP11-273B20.1	ENSG00000256967	gene
CLSTN3	ENSG00000139182	gene
RP11-273B20.3	ENSG00000255572	gene
PEX5	ENSG00000139197	gene
RP11-185H22.1	ENSG00000256480	gene
ACSM4	ENSG00000215009	gene
CD163L1	ENSG00000177675	gene
RP11-157G21.2	ENSG00000255836	gene
CD163	ENSG00000177575	gene
GAPDHP31	ENSG00000235868	gene
RP11-444J21.1	ENSG00000256331	gene
RP11-444J21.2	ENSG00000255977	gene
APOBEC1	ENSG00000111701	gene
GDF3	ENSG00000184344	gene
DPPA3	ENSG00000187569	gene
CLEC4C	ENSG00000198178	gene
NANOGNB	ENSG00000205857	gene
NECAP1	ENSG00000089818	gene
Y_RNA	ENSG00000201549	gene
NANOG	ENSG00000111704	gene
Y_RNA	ENSG00000199912	gene
SLC2A14	ENSG00000173262	gene
Y_RNA	ENSG00000222978	gene
Y_RNA	ENSG00000201663	gene
RP11-277J24.1	ENSG00000241828	gene
RP11-815D16.1	ENSG00000255885	gene
NANOGP1	ENSG00000176654	gene
RP11-277E18.2	ENSG00000255356	gene
SLC2A3	ENSG00000059804	gene
Y_RNA	ENSG00000206636	gene
RP11-69M1.1	ENSG00000240739	gene
RP11-69M1.3	ENSG00000255964	gene
RP11-69M1.4	ENSG00000255581	gene
FOXJ2	ENSG00000065970	gene
C3AR1	ENSG00000171860	gene
CLEC4A	ENSG00000111729	gene
POU5F1P3	ENSG00000235602	gene
ZNF705A	ENSG00000196946	gene
GCSHP4	ENSG00000256171	gene
RP11-266K4.7	ENSG00000256703	gene
FAM66C	ENSG00000226711	gene
RP11-266K4.1	ENSG00000244050	gene
FAM90A1	ENSG00000171847	gene
ALG1L10P	ENSG00000254016	gene
AC092111.1	ENSG00000266026	gene
FAM86FP	ENSG00000164845	gene
RP11-266K4.9	ENSG00000215241	gene
RP11-90D4.1	ENSG00000250937	gene
RP11-266K4.12	ENSG00000256589	gene
RP11-90D4.2	ENSG00000226091	gene
RP11-113C12.4	ENSG00000256552	gene
RP11-90D4.3	ENSG00000256101	gene
AC092745.1	ENSG00000221307	gene
RP11-113C12.1	ENSG00000242661	gene
AC092865.1	ENSG00000221104	gene
RP11-113C12.8	ENSG00000256136	gene
RP11-113C12.7	ENSG00000238152	gene
AC092865.2	ENSG00000266218	gene
RP11-113C12.6	ENSG00000214487	gene
RP11-113C12.5	ENSG00000177586	gene
CLEC6A	ENSG00000205846	gene
RP11-113C12.2	ENSG00000243830	gene
U6	ENSG00000201780	gene
CLEC4D	ENSG00000166527	gene
RP11-561P12.2	ENSG00000246115	gene
CLEC4E	ENSG00000166523	gene
RP11-561P12.5	ENSG00000255801	gene
Y_RNA	ENSG00000238943	gene
SCARNA11	ENSG00000252727	gene
AICDA	ENSG00000111732	gene
RP11-438L7.3	ENSG00000255967	gene
MFAP5	ENSG00000197614	gene
RP11-20D14.3	ENSG00000255829	gene
RP11-20D14.4	ENSG00000256004	gene
RIMKLB	ENSG00000166532	gene
RPSAP51	ENSG00000244131	gene
A2ML1-AS1	ENSG00000256661	gene
RP11-20D14.6	ENSG00000249790	gene
A2ML1-AS2	ENSG00000256904	gene
A2ML1	ENSG00000166535	gene
PHC1	ENSG00000111752	gene
M6PR	ENSG00000003056	gene
KLRG1	ENSG00000139187	gene
RP11-259O18.4	ENSG00000257105	gene
RP11-436I9.4	ENSG00000213049	gene
RP11-436I9.3	ENSG00000255776	gene
LINC00612	ENSG00000214851	gene
A2M-AS1	ENSG00000245105	gene
A2M	ENSG00000175899	gene
RP11-436I9.5	ENSG00000256937	gene
AC007436.1	ENSG00000211542	gene
RP11-436I9.6	ENSG00000256720	gene
PZP	ENSG00000126838	gene
RP11-118B22.1	ENSG00000256817	gene
U7	ENSG00000238831	gene
A2MP1	ENSG00000256069	gene
RP11-118B22.3	ENSG00000231503	gene
RP11-118B22.2	ENSG00000237248	gene
RP11-118B22.4	ENSG00000256427	gene
RP11-22B23.1	ENSG00000111788	gene
SNORA75	ENSG00000212440	gene
RP11-22B23.2	ENSG00000255753	gene
RP13-735L24.1	ENSG00000260423	gene
RP11-599J14.2	ENSG00000256673	gene
DDX12P	ENSG00000214826	gene
SNORA75	ENSG00000212432	gene
RP11-726G1.1	ENSG00000214776	gene
RP11-525E9.1	ENSG00000256975	gene
AC006432.1	ENSG00000266633	gene
KLRB1	ENSG00000111796	gene
U6	ENSG00000212345	gene
RP11-705C15.2	ENSG00000256594	gene
GOT2P3	ENSG00000233719	gene
RP11-705C15.4	ENSG00000256442	gene
CLEC2D	ENSG00000069493	gene
RP11-705C15.3	ENSG00000257027	gene
NPM1P5	ENSG00000213443	gene
RP11-75L1.1	ENSG00000256582	gene
CLECL1	ENSG00000184293	gene
CD69	ENSG00000110848	gene
RP11-75L1.6	ENSG00000256912	gene
KLRF1	ENSG00000150045	gene
CLEC2B	ENSG00000110852	gene
RP11-290C10.1	ENSG00000255882	gene
KLRF2	ENSG00000256797	gene
CLEC2A	ENSG00000188393	gene
AC091814.2	ENSG00000225231	gene
AC091814.3	ENSG00000231560	gene
CLEC12A	ENSG00000172322	gene
CLEC1B	ENSG00000165682	gene
CLEC12B	ENSG00000256660	gene
RP11-133L14.5	ENSG00000256803	gene
CLEC9A	ENSG00000197992	gene
RP11-133L14.2	ENSG00000256626	gene
CLEC1A	ENSG00000150048	gene
7SK	ENSG00000223042	gene
RP11-133L14.4	ENSG00000255734	gene
CLEC7A	ENSG00000172243	gene
OLR1	ENSG00000173391	gene
TMEM52B	ENSG00000165685	gene
RP11-656E20.3	ENSG00000255895	gene
GABARAPL1	ENSG00000139112	gene
RP11-656E20.5	ENSG00000255958	gene
RP11-656E20.4	ENSG00000245856	gene
KLRD1	ENSG00000134539	gene
RP11-277P12.10	ENSG00000256288	gene
RP11-277P12.9	ENSG00000256155	gene
RP11-277P12.20	ENSG00000245648	gene
KLRK1	ENSG00000255819	gene
KLRK1	ENSG00000213809	gene
KLRC4	ENSG00000183542	gene
NKG2-E	ENSG00000255641	gene
KLRC3	ENSG00000205810	gene
KLRC2	ENSG00000205809	gene
KLRC1	ENSG00000134545	gene
EIF2S3L	ENSG00000180574	gene
RP11-705C15.6	ENSG00000257016	gene
RP11-291B21.2	ENSG00000256039	gene
KLRAP1	ENSG00000256667	gene
MAGOHB	ENSG00000111196	gene
STYK1	ENSG00000060140	gene
CSDA	ENSG00000060138	gene
RP13-81N3.2	ENSG00000256888	gene
RP13-81N3.1	ENSG00000235930	gene
TAS2R7	ENSG00000121377	gene
TAS2R8	ENSG00000121314	gene
TAS2R9	ENSG00000121381	gene
PRR4	ENSG00000111215	gene
TAS2R10	ENSG00000121318	gene
RP11-144O23.8	ENSG00000256651	gene
PRH1	ENSG00000231887	gene
TAS2R12	ENSG00000256682	gene
RP11-144O23.18	ENSG00000256419	gene
TAS2R13	ENSG00000212128	gene
PRH2	ENSG00000134551	gene
TAS2R14	ENSG00000212127	gene
TAS2R15	ENSG00000212125	gene
TAS2R50	ENSG00000212126	gene
TAS2R20	ENSG00000255837	gene
TAS2R19	ENSG00000212124	gene
TAS2R31	ENSG00000256436	gene
AC018630.1	ENSG00000268301	gene
TAS2R63P	ENSG00000256019	gene
TAS2R46	ENSG00000226761	gene
TAS2R64P	ENSG00000256274	gene
TAS2R43	ENSG00000255374	gene
RP11-673D15.7	ENSG00000256400	gene
TAS2R30	ENSG00000256188	gene
TAS2R18	ENSG00000256981	gene
U6	ENSG00000253095	gene
RP11-785H5.2	ENSG00000256712	gene
RP11-785H5.1	ENSG00000256537	gene
TAS2R67P	ENSG00000256629	gene
TAS2R42	ENSG00000186136	gene
RP11-144O23.20	ENSG00000256657	gene
RP11-711K1.8	ENSG00000256373	gene
PRB3	ENSG00000197870	gene
PRB4	ENSG00000230657	gene
PRB1	ENSG00000251655	gene
PRB2	ENSG00000121335	gene
RP11-711K1.7	ENSG00000255790	gene
HIGD1AP8	ENSG00000237303	gene
RP11-434C1.2	ENSG00000256237	gene
AC007450.1	ENSG00000221128	gene
RNU7-60P	ENSG00000251747	gene
RP11-434C1.1	ENSG00000247157	gene
ETV6	ENSG00000139083	gene
BCL2L14	ENSG00000121380	gene
RP11-267J23.4	ENSG00000198134	gene
LRP6	ENSG00000070018	gene
RP11-267J23.1	ENSG00000242405	gene
U6	ENSG00000199551	gene
U6	ENSG00000207010	gene
MANSC1	ENSG00000111261	gene
RP11-757G14.1	ENSG00000243141	gene
LOH12CR2	ENSG00000205791	gene
LOH12CR1	ENSG00000165714	gene
DUSP16	ENSG00000111266	gene
RP11-253I19.3	ENSG00000255670	gene
RP11-158N24.1	ENSG00000240424	gene
CREBL2	ENSG00000111269	gene
GPR19	ENSG00000183150	gene
RP11-180M15.3	ENSG00000257004	gene
CDKN1B	ENSG00000111276	gene
RP11-180M15.4	ENSG00000256658	gene
RP11-59H1.3	ENSG00000255661	gene
APOLD1	ENSG00000178878	gene
MIR613	ENSG00000207983	gene
DDX47	ENSG00000213782	gene
RP11-59H1.1	ENSG00000242329	gene
RP11-392P7.1	ENSG00000241352	gene
RPL13AP20	ENSG00000234498	gene
GPRC5A	ENSG00000013588	gene
MIR614	ENSG00000207817	gene
RP11-392P7.6	ENSG00000247498	gene
GPRC5D	ENSG00000111291	gene
RP11-392P7.7	ENSG00000256011	gene
SNORD88	ENSG00000221611	gene
HEBP1	ENSG00000013583	gene
HTR7P1	ENSG00000183935	gene
RP11-377D9.3	ENSG00000255621	gene
RP11-377D9.2	ENSG00000256175	gene
RP11-377D9.1	ENSG00000243129	gene
KIAA1467	ENSG00000084444	gene
GSG1	ENSG00000111305	gene
EMP1	ENSG00000134531	gene
C12orf36	ENSG00000180861	gene
RNA5SP353	ENSG00000201476	gene
U6	ENSG00000201909	gene
RP11-4N23.1	ENSG00000256306	gene
GRIN2B	ENSG00000150086	gene
AC007535.1	ENSG00000252445	gene
7SK	ENSG00000200475	gene
RP11-72J9.1	ENSG00000256346	gene
RP11-298E10.1	ENSG00000227760	gene
Metazoa_SRP	ENSG00000266749	gene
RP11-134N1.2	ENSG00000256084	gene
MRPS18CP4	ENSG00000255763	gene
U6	ENSG00000251908	gene
RP11-134N1.3	ENSG00000255749	gene
Metazoa_SRP	ENSG00000265119	gene
RP11-515B12.1	ENSG00000244573	gene
ATF7IP	ENSG00000171681	gene
PLBD1	ENSG00000121316	gene
RP11-502N13.2	ENSG00000255649	gene
7SK	ENSG00000200830	gene
RP11-695J4.2	ENSG00000256751	gene
GUCY2C	ENSG00000070019	gene
RP11-174G6.1	ENSG00000214772	gene
RP11-174G6.5	ENSG00000261324	gene
HIST4H4	ENSG00000197837	gene
H2AFJ	ENSG00000246705	gene
WBP11	ENSG00000084463	gene
C12orf60	ENSG00000182993	gene
C12orf69	ENSG00000179256	gene
ART4	ENSG00000111339	gene
RP11-233G1.4	ENSG00000256339	gene
MGP	ENSG00000111341	gene
ERP27	ENSG00000139055	gene
ARHGDIB	ENSG00000111348	gene
PDE6H	ENSG00000139053	gene
RP11-508P1.2	ENSG00000255727	gene
RERG	ENSG00000134533	gene
RERG-IT1	ENSG00000256650	gene
RERG-AS1	ENSG00000255660	gene
RP11-365O10.1	ENSG00000256283	gene
PTPRO	ENSG00000151490	gene
RP11-6K23.1	ENSG00000243916	gene
EPS8	ENSG00000151491	gene
U6	ENSG00000200105	gene
RP11-6B19.1	ENSG00000255565	gene
RP11-6B19.3	ENSG00000256627	gene
RP11-6B19.2	ENSG00000256953	gene
STRAP	ENSG00000023734	gene
DERA	ENSG00000023697	gene
RP11-674J14.3	ENSG00000256134	gene
SLC15A5	ENSG00000188991	gene
MGST1	ENSG00000008394	gene
RP11-473N11.2	ENSG00000256238	gene
AC007528.1	ENSG00000215923	gene
RP11-424M22.1	ENSG00000256450	gene
LMO3	ENSG00000048540	gene
RP11-424M22.3	ENSG00000256564	gene
RP11-69C13.1	ENSG00000255871	gene
RP11-239A17.1	ENSG00000255740	gene
RP11-1018J11.1	ENSG00000256211	gene
EEF1A1P33	ENSG00000213235	gene
U6	ENSG00000212358	gene
RP11-74N9.1	ENSG00000242991	gene
PSMC1P8	ENSG00000256896	gene
RP11-871F6.2	ENSG00000256756	gene
RP11-871F6.3	ENSG00000256994	gene
RP11-606D9.1	ENSG00000256389	gene
Y_RNA	ENSG00000206662	gene
RERGL	ENSG00000111404	gene
PIK3C2G	ENSG00000139144	gene
RP11-459D22.2	ENSG00000255892	gene
RP11-459D22.1	ENSG00000255960	gene
RP11-127B1.1	ENSG00000256138	gene
PLCZ1	ENSG00000139151	gene
PSMC1P9	ENSG00000255993	gene
RP11-361I14.2	ENSG00000255648	gene
CAPZA3	ENSG00000177938	gene
RP11-282K24.1	ENSG00000227525	gene
RP11-282K24.2	ENSG00000256844	gene
PLEKHA5	ENSG00000052126	gene
RP11-282K24.3	ENSG00000253284	gene
Metazoa_SRP	ENSG00000240993	gene
RP11-684O24.1	ENSG00000257006	gene
Metazoa_SRP	ENSG00000243854	gene
AEBP2	ENSG00000139154	gene
RP11-841C19.3	ENSG00000255909	gene
RP11-841C19.4	ENSG00000268373	gene
U6	ENSG00000200247	gene
RP11-841C19.6	ENSG00000245205	gene
RP11-841C19.1	ENSG00000240328	gene
U1	ENSG00000200885	gene
RP11-405A12.2	ENSG00000255910	gene
RP11-405A12.1	ENSG00000256849	gene
AC087237.1	ENSG00000221679	gene
RP11-664H17.1	ENSG00000256287	gene
CTC-465D4.1	ENSG00000256499	gene
RP11-284H19.1	ENSG00000256879	gene
PDE3A	ENSG00000172572	gene
UBE2L2	ENSG00000131982	gene
RP11-424C20.2	ENSG00000256663	gene
SLCO1C1	ENSG00000139155	gene
SLCO1B3	ENSG00000111700	gene
SLCO1B3	ENSG00000257046	gene
SLCO1B7	ENSG00000205754	gene
RP11-80N2.2	ENSG00000256157	gene
RP11-125O5.2	ENSG00000257062	gene
SLCO1B1	ENSG00000134538	gene
SLCO1A2	ENSG00000084453	gene
IAPP	ENSG00000121351	gene
PYROXD1	ENSG00000121350	gene
RP11-501E24.3	ENSG00000256021	gene
RECQL	ENSG00000004700	gene
GOLT1B	ENSG00000111711	gene
C12orf39	ENSG00000134548	gene
GYS2	ENSG00000111713	gene
LDHB	ENSG00000111716	gene
RP11-59N23.3	ENSG00000256615	gene
RP11-59N23.1	ENSG00000255644	gene
KCNJ8	ENSG00000121361	gene
ABCC9	ENSG00000069431	gene
RP11-729I10.2	ENSG00000257022	gene
RP11-547L9.1	ENSG00000255627	gene
CMAS	ENSG00000111726	gene
ST8SIA1	ENSG00000111728	gene
U1	ENSG00000212172	gene
RP11-73M14.1	ENSG00000256714	gene
KIAA0528	ENSG00000111731	gene
RP11-359J14.2	ENSG00000256973	gene
RP11-359J14.3	ENSG00000256371	gene
RP11-268P4.2	ENSG00000256774	gene
RP11-268P4.5	ENSG00000250166	gene
RP11-268P4.4	ENSG00000257023	gene
ETNK1	ENSG00000139163	gene
RP11-114G22.1	ENSG00000256995	gene
RPS27P22	ENSG00000241451	gene
RP11-449P1.1	ENSG00000256923	gene
RP11-153K16.1	ENSG00000256321	gene
RP11-686N4.1	ENSG00000256353	gene
RP11-153K16.2	ENSG00000115934	gene
SOX5	ENSG00000134532	gene
RP11-437F6.1	ENSG00000256473	gene
MIR920	ENSG00000216192	gene
RP11-444D3.1	ENSG00000255864	gene
RP11-778H2.1	ENSG00000256120	gene
LINC00477	ENSG00000197503	gene
RP11-615I16.3	ENSG00000256852	gene
RP11-615I16.1	ENSG00000244662	gene
RP11-625L16.1	ENSG00000255745	gene
Metazoa_SRP	ENSG00000240481	gene
BCAT1	ENSG00000060982	gene
RP11-625L16.3	ENSG00000256482	gene
AC026310.1	ENSG00000268865	gene
RP11-662I13.2	ENSG00000255921	gene
RP11-662I13.1	ENSG00000213736	gene
C12orf77	ENSG00000226397	gene
RP11-713N11.5	ENSG00000258879	gene
LRMP	ENSG00000118308	gene
RP11-713N11.3	ENSG00000258546	gene
RP11-713N11.4	ENSG00000258449	gene
CASC1	ENSG00000118307	gene
LYRM5	ENSG00000205707	gene
KRAS	ENSG00000133703	gene
AC087239.1	ENSG00000268076	gene
U4	ENSG00000201439	gene
RP11-318G8.1	ENSG00000241846	gene
IFLTD1	ENSG00000152936	gene
RP11-318G8.2	ENSG00000256079	gene
RP11-318G8.3	ENSG00000255988	gene
RP11-685B13.2	ENSG00000257009	gene
7SK	ENSG00000222950	gene
RP11-443N24.2	ENSG00000256686	gene
RP11-443N24.1	ENSG00000255725	gene
RP11-443N24.3	ENSG00000256440	gene
RP11-443N24.4	ENSG00000256256	gene
RP11-877E17.2	ENSG00000246695	gene
RASSF8	ENSG00000123094	gene
BHLHE41	ENSG00000123095	gene
SSPN	ENSG00000123096	gene
RP11-283G6.3	ENSG00000256894	gene
RP11-283G6.4	ENSG00000256234	gene
RP11-283G6.5	ENSG00000255750	gene
RP11-612B6.1	ENSG00000255858	gene
RP11-513G19.1	ENSG00000255968	gene
RP11-612B6.2	ENSG00000256185	gene
ITPR2	ENSG00000123104	gene
RNA5SP354	ENSG00000212549	gene
RP11-666F17.1	ENSG00000234428	gene
RP11-666F17.2	ENSG00000256640	gene
ASUN	ENSG00000064102	gene
FGFR1OP2	ENSG00000111790	gene
RP11-421F16.3	ENSG00000247903	gene
TM7SF3	ENSG00000064115	gene
AC024896.1	ENSG00000265012	gene
MED21	ENSG00000152944	gene
C12orf71	ENSG00000214700	gene
RP11-582E3.2	ENSG00000256226	gene
RP11-582E3.4	ENSG00000256625	gene
STK38L	ENSG00000211455	gene
ARNTL2	ENSG00000029153	gene
RP11-165P7.1	ENSG00000245311	gene
C12orf70	ENSG00000165935	gene
RP13-200J3.2	ENSG00000257037	gene
PPFIBP1	ENSG00000110841	gene
RP11-709A23.1	ENSG00000248100	gene
RP11-709A23.2	ENSG00000256056	gene
RP11-1060J15.3	ENSG00000256557	gene
